uid,id,name,item_class,normalized_class,tier,allowed_slots,profile_id,motif,atk,def,hp,spd,pwr,primary_keyword,secondary_keyword,effect_tier,archetype_tags,is_marquee,override_effect_id,wiki_url,relevance_score
263,circle_of_guilt,Circle of Guilt,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Circle_of_Guilt,32
264,perandus_signet,Perandus Signet,Ring,ring,T3,charm,volatile_charm,venom,2,0,0,1,3,Poison,,simple,wildcard|support|venom,0,,https://www.poewiki.net/wiki/Perandus_Signet,32
265,bloodsoaked_medallion,Bloodsoaked Medallion,Amulet,amulet,T3,charm,support_charm,blood,2,1,1,1,3,Strength,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Bloodsoaked_Medallion,32
266,uzazas_meadow,Uzaza's Meadow,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Uzaza%27s_Meadow,32
267,circle_of_anguish,Circle of Anguish,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Circle_of_Anguish,32
268,thiefs_torment,Thief's Torment,Ring,ring,T2,charm,volatile_charm,insight,4,1,0,2,5,Poison,,major,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Thief%27s_Torment,32
269,defiance_of_destiny,Defiance of Destiny,Amulet,amulet,T2,charm,support_charm,neutral,3,2,2,1,6,Regen,,major,support|sustain,0,,https://www.poewiki.net/wiki/Defiance_of_Destiny,32
270,rigwalds_curse,Rigwald's Curse,Amulet,amulet,T2,charm,support_charm,insight,3,2,2,1,6,Foresight,,major,support|sustain|focus,0,,https://www.poewiki.net/wiki/Rigwald%27s_Curse,32
271,praxis,Praxis,Ring,ring,T2,charm,volatile_charm,neutral,4,1,0,2,5,Poison,,major,wildcard|support,0,,https://www.poewiki.net/wiki/Praxis,32
272,maligaros_cruelty,Maligaro's Cruelty,Amulet,amulet,T2,charm,support_charm,neutral,3,2,2,1,6,Regen,,major,support|sustain,0,,https://www.poewiki.net/wiki/Maligaro%27s_Cruelty,32
273,star_of_wraeclast,Star of Wraeclast,Amulet,amulet,T2,charm,support_charm,blood,3,2,2,1,6,Strength,,major,support|sustain,0,,https://www.poewiki.net/wiki/Star_of_Wraeclast,32
274,brinerot_mark,Brinerot Mark,Ring,ring,T2,charm,volatile_charm,ember,4,1,0,2,5,Burn,,major,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Brinerot_Mark,32
275,gloomfang,Gloomfang,Amulet,amulet,T3,charm,support_charm,void,2,1,1,1,3,Foresight,,simple,support|sustain|arcane,0,,https://www.poewiki.net/wiki/Gloomfang,30
276,replica_karui_ward,Replica Karui Ward,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Replica_Karui_Ward,30
277,karui_ward,Karui Ward,Amulet,amulet,T3,charm,support_charm,beast,2,1,1,1,3,Strength,,simple,support|sustain|assault,0,,https://www.poewiki.net/wiki/Karui_Ward,30
278,rotblood_promise,Rotblood Promise,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Rotblood_Promise,30
279,rational_doctrine,Rational Doctrine,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Rational_Doctrine,30
280,grattus_signet,Grattus Signet,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Grattus_Signet,30
281,choir_of_the_storm,Choir of the Storm,Amulet,amulet,T3,charm,support_charm,storm,2,1,1,1,3,Foresight,,simple,support|sustain|tempo,0,,https://www.poewiki.net/wiki/Choir_of_the_Storm,30
282,yoke_of_suffering,Yoke of Suffering,Amulet,amulet,T3,charm,support_charm,void,2,1,1,1,3,Foresight,,simple,support|sustain|arcane,0,,https://www.poewiki.net/wiki/Yoke_of_Suffering,30
283,sibyls_lament,Sibyl's Lament,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Sibyl%27s_Lament,30
284,circle_of_ambition,Circle of Ambition,Ring,ring,T3,charm,volatile_charm,bastion,2,0,0,1,3,Poison,,simple,wildcard|support|bastion,0,,https://www.poewiki.net/wiki/Circle_of_Ambition,30
285,circle_of_fear,Circle of Fear,Ring,ring,T3,charm,volatile_charm,storm,2,0,0,1,3,Dodge,,simple,wildcard|support|tempo,0,,https://www.poewiki.net/wiki/Circle_of_Fear,30
286,willowgift,Willowgift,Amulet,amulet,T3,charm,support_charm,storm,2,1,1,1,3,Foresight,,simple,support|sustain|tempo,0,,https://www.poewiki.net/wiki/Willowgift,30
287,mings_heart,Ming's Heart,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Ming%27s_Heart,30
288,gifts_from_above,Gifts from Above,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Gifts_from_Above,30
289,zerphis_heart,Zerphi's Heart,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Zerphi%27s_Heart,30
290,anglers_plait,Angler's Plait,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Angler%27s_Plait,30
291,romiras_banquet,Romira's Banquet,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Romira%27s_Banquet,30
292,circle_of_regret,Circle of Regret,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Circle_of_Regret,30
293,warriors_legacy,Warrior's Legacy,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Warrior%27s_Legacy,30
294,original_sin,Original Sin,Ring,ring,T1,charm,volatile_charm,void,6,1,0,3,7,Poison,Burn,elite,wildcard|support|arcane,1,original_sin_corrupt,https://www.poewiki.net/wiki/Original_Sin,30
295,sidhebreath,Sidhebreath,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Sidhebreath,30
296,fury_valve,Fury Valve,Amulet,amulet,T3,charm,support_charm,void,2,1,1,1,3,Foresight,,simple,support|sustain|arcane,0,,https://www.poewiki.net/wiki/Fury_Valve,30
297,kikazaru,Kikazaru,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Kikazaru,30
298,ancestral_vision,Ancestral Vision,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Ancestral_Vision,30
299,whispers_of_infinity,Whispers of Infinity,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Whispers_of_Infinity,30
300,anathema,Anathema,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Anathema,30
301,rigwalds_crest,Rigwald's Crest,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Rigwald%27s_Crest,30
302,andvarius,Andvarius,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Andvarius,30
303,ungils_harmony,Ungil's Harmony,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Ungil%27s_Harmony,30
304,circle_of_nostalgia,Circle of Nostalgia,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Circle_of_Nostalgia,30
305,immortal_flesh,Immortal Flesh,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Immortal_Flesh,30
306,call_of_the_void,Call of the Void,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Call_of_the_Void,30
307,kalandras_touch,Kalandra's Touch,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Kalandra%27s_Touch,30
308,ahkelis_mountain,Ahkeli's Mountain,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Ahkeli%27s_Mountain,30
309,call_of_the_brotherhood,Call of the Brotherhood,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Call_of_the_Brotherhood,30
310,xophs_heart,Xoph's Heart,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Xoph%27s_Heart,30
311,woespike,Woespike,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Woespike,30
312,replica_headhunter,Replica Headhunter,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Replica_Headhunter,30
313,haunting_memories,Haunting Memories,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Haunting_Memories,30
314,nimis,Nimis,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Nimis,30
315,hinekoras_sight,Hinekora's Sight,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Hinekora%27s_Sight,30
316,uul_netols_vow,Uul-Netol's Vow,Amulet,amulet,T3,charm,support_charm,insight,2,1,1,1,3,Foresight,,simple,support|sustain|focus,0,,https://www.poewiki.net/wiki/Uul-Netol%27s_Vow,30
317,seething_fury,Seething Fury,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Seething_Fury,30
318,xophs_blood,Xoph's Blood,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Xoph%27s_Blood,30
319,calamitous_visions,Calamitous Visions,Jewel,jewel,T3,focus,focus_engine,blood,0,0,0,0,7,Strength,,simple,focus|support|sustain,0,,https://www.poewiki.net/wiki/Calamitous_Visions,30
320,transcendent_mind,Transcendent Mind,Jewel,jewel,T3,focus,focus_engine,insight,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Transcendent_Mind,30
321,nevalius_inheritance,Nevalius Inheritance,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Nevalius_Inheritance,30
322,redblade_band,Redblade Band,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Redblade_Band,30
323,mokous_embrace,Mokou's Embrace,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Mokou%27s_Embrace,30
324,carnage_heart,Carnage Heart,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Carnage_Heart,30
325,chain_of_endurance,Chain of Endurance,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Chain_of_Endurance,30
326,replica_fragility,Replica Fragility,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Replica_Fragility,30
327,ikiahos_promise,Ikiaho's Promise,Amulet,amulet,T3,charm,support_charm,insight,2,1,1,1,3,Foresight,,simple,support|sustain|focus,0,,https://www.poewiki.net/wiki/Ikiaho%27s_Promise,30
328,sacrificial_heart,Sacrificial Heart,Amulet,amulet,T3,charm,support_charm,blood,2,1,1,1,3,Strength,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Sacrificial_Heart,30
329,ixchels_temptation,Ixchel's Temptation,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Ixchel%27s_Temptation,30
330,winterweave,Winterweave,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Winterweave,30
331,replica_bated_breath,Replica Bated Breath,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Replica_Bated_Breath,30
332,timeclasp,Timeclasp,Ring,ring,T3,charm,volatile_charm,tempo,2,0,0,1,3,Dodge,,simple,wildcard|support|tempo,0,,https://www.poewiki.net/wiki/Timeclasp,30
333,witchbane,Witchbane,Jewel,jewel,T3,focus,focus_engine,void,0,0,0,0,7,Poison,,simple,focus|support|arcane,0,,https://www.poewiki.net/wiki/Witchbane,30
334,retaliation_charm,Retaliation Charm,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Retaliation_Charm,30
335,careful_planning,Careful Planning,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Careful_Planning,30
336,hyrris_truth,Hyrri's Truth,Amulet,amulet,T3,charm,support_charm,insight,2,1,1,1,3,Foresight,,simple,support|sustain|focus,0,,https://www.poewiki.net/wiki/Hyrri%27s_Truth,30
337,winterheart,Winterheart,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Winterheart,30
338,extractor_mentis,Extractor Mentis,Amulet,amulet,T3,charm,support_charm,blood,2,1,1,1,3,Strength,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Extractor_Mentis,30
339,mark_of_submission,Mark of Submission,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Mark_of_Submission,30
340,biscos_leash,Bisco's Leash,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Bisco%27s_Leash,30
341,squirming_terror,Squirming Terror,Ring,ring,T3,charm,volatile_charm,venom,2,0,0,1,3,Poison,,simple,wildcard|support|venom,0,,https://www.poewiki.net/wiki/Squirming_Terror,30
342,pyre,Pyre,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Pyre,30
343,enmitys_embrace,Enmity's Embrace,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Enmity%27s_Embrace,30
344,eternal_damnation,Eternal Damnation,Amulet,amulet,T3,charm,support_charm,frost,2,1,1,1,3,Foresight,,simple,support|sustain|control,0,,https://www.poewiki.net/wiki/Eternal_Damnation,30
345,dream_fragments,Dream Fragments,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Dream_Fragments,30
346,stone_of_lazhwar,Stone of Lazhwar,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Stone_of_Lazhwar,30
347,marylenes_fallacy,Marylene's Fallacy,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Marylene%27s_Fallacy,30
348,replica_powerlessness,Replica Powerlessness,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Replica_Powerlessness,30
349,dissolution_of_the_flesh,Dissolution of the Flesh,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Dissolution_of_the_Flesh,30
350,replica_prismweave,Replica Prismweave,Belt,belt,T3,charm,sustain_charm,bastion,0,3,4,0,1,Plating,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Replica_Prismweave,30
351,venopuncture,Venopuncture,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Venopuncture,30
352,replica_primordial_might,Replica Primordial Might,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Replica_Primordial_Might,30
353,perquils_toe,Perquil's Toe,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Perquil%27s_Toe,30
354,lost_unity,Lost Unity,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Lost_Unity,30
355,storm_secret,Storm Secret,Ring,ring,T3,charm,volatile_charm,storm,2,0,0,1,3,Dodge,,simple,wildcard|support|tempo,0,,https://www.poewiki.net/wiki/Storm_Secret,30
356,replica_siegebreaker,Replica Siegebreaker,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Replica_Siegebreaker,30
357,astral_projector,Astral Projector,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Astral_Projector,30
358,polaric_devastation,Polaric Devastation,Ring,ring,T3,charm,volatile_charm,storm,2,0,0,1,3,Dodge,,simple,wildcard|support|tempo,0,,https://www.poewiki.net/wiki/Polaric_Devastation,30
359,soulthirst,Soulthirst,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Soulthirst,30
360,dead_reckoning,Dead Reckoning,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Dead_Reckoning,30
361,daressos_salute,Daresso's Salute,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Daresso%27s_Salute,30
362,death_rush,Death Rush,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Death_Rush,30
363,replica_soul_tether,Replica Soul Tether,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Replica_Soul_Tether,30
364,stranglegasp,Stranglegasp,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Stranglegasp,30
365,voideye,Voideye,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Voideye,30
366,soul_tether,Soul Tether,Belt,belt,T3,charm,sustain_charm,blood,0,3,4,0,1,Strength,,simple,sustain|bastion,0,,https://www.poewiki.net/wiki/Soul_Tether,30
367,emberwake,Emberwake,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Emberwake,30
368,victarios_acuity,Victario's Acuity,Amulet,amulet,T3,charm,support_charm,insight,2,1,1,1,3,Foresight,,simple,support|sustain|focus,0,,https://www.poewiki.net/wiki/Victario%27s_Acuity,30
369,stormfire,Stormfire,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Stormfire,30
370,coiling_whisper,Coiling Whisper,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Coiling_Whisper,30
371,firesong,Firesong,Jewel,jewel,T3,focus,focus_engine,ember,0,0,0,0,7,Burn,,simple,focus|support|ember,0,,https://www.poewiki.net/wiki/Firesong,30
372,voice_of_the_storm,Voice of the Storm,Amulet,amulet,T3,charm,support_charm,storm,2,1,1,1,3,Foresight,,simple,support|sustain|tempo,0,,https://www.poewiki.net/wiki/Voice_of_the_Storm,30
373,fertile_mind,Fertile Mind,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Fertile_Mind,30
374,blackheart,Blackheart,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Blackheart,30
375,valakos_sign,Valako's Sign,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Valako%27s_Sign,30
376,bloodgrip,Bloodgrip,Amulet,amulet,T3,charm,support_charm,blood,2,1,1,1,3,Strength,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Bloodgrip,30
377,tawhanukus_timing,Tawhanuku's Timing,Ring,ring,T3,charm,volatile_charm,blood,2,0,0,1,3,Strength,,simple,wildcard|support|sustain,0,,https://www.poewiki.net/wiki/Tawhanuku%27s_Timing,30
378,melding_of_the_flesh,Melding of the Flesh,Jewel,jewel,T1,focus,focus_engine,blood,0,0,0,0,18,Strength,Foresight,elite,focus|support|sustain,0,,https://www.poewiki.net/wiki/Melding_of_the_Flesh,30
379,replica_pacifism,Replica Pacifism,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Replica_Pacifism,30
380,rashkaldors_patience,Rashkaldor's Patience,Amulet,amulet,T3,charm,support_charm,ember,2,1,1,1,3,Regen,,simple,support|sustain|ember,0,,https://www.poewiki.net/wiki/Rashkaldor%27s_Patience,30
381,replica_voideye,Replica Voideye,Ring,ring,T3,charm,volatile_charm,insight,2,0,0,1,3,Poison,,simple,wildcard|support|focus,0,,https://www.poewiki.net/wiki/Replica_Voideye,30
382,snakepit,Snakepit,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Snakepit,30
383,fated_end,Fated End,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Fated_End,30
384,feastbind,Feastbind,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Feastbind,30
385,araku_tiki,Araku Tiki,Amulet,amulet,T3,charm,support_charm,neutral,2,1,1,1,3,Regen,,simple,support|sustain,0,,https://www.poewiki.net/wiki/Araku_Tiki,30
386,malachais_artifice,Malachai's Artifice,Ring,ring,T3,charm,volatile_charm,frost,2,0,0,1,3,Dodge,,simple,wildcard|support|control,0,,https://www.poewiki.net/wiki/Malachai%27s_Artifice,30
387,blackflame,Blackflame,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Blackflame,30
388,faminebind,Faminebind,Belt,belt,T3,charm,sustain_charm,ember,0,3,4,0,1,Regen,,simple,sustain|bastion|ember,0,,https://www.poewiki.net/wiki/Faminebind,30
389,doedres_tongue,Doedre's Tongue,Amulet,amulet,T3,charm,support_charm,void,2,1,1,1,3,Foresight,,simple,support|sustain|arcane,0,,https://www.poewiki.net/wiki/Doedre%27s_Tongue,30
390,valyrium,Valyrium,Ring,ring,T3,charm,volatile_charm,ember,2,0,0,1,3,Burn,,simple,wildcard|support|ember,0,,https://www.poewiki.net/wiki/Valyrium,30
391,le_heup_of_all,Le Heup of All,Ring,ring,T3,charm,volatile_charm,void,2,0,0,1,3,Poison,,simple,wildcard|support|arcane,0,,https://www.poewiki.net/wiki/Le_Heup_of_All,30
392,profane_proxy,Profane Proxy,Ring,ring,T3,charm,volatile_charm,neutral,2,0,0,1,3,Poison,,simple,wildcard|support,0,,https://www.poewiki.net/wiki/Profane_Proxy,30
393,doedres_damning,Doedre's Damning,Ring,ring,T3,charm,volatile_charm,void,2,0,0,1,3,Poison,,simple,wildcard|support|arcane,0,,https://www.poewiki.net/wiki/Doedre%27s_Damning,30
394,inspired_learning,Inspired Learning,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Inspired_Learning,28
395,tecrods_gaze,Tecrod's Gaze,Abyss Jewel,abyss_jewel,T3,focus,focus_engine,neutral,1,0,0,1,5,Poison,,simple,focus|support,0,,https://www.poewiki.net/wiki/Tecrod%27s_Gaze,28
396,one_with_nothing,One With Nothing,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/One_With_Nothing,28
397,intuitive_leap,Intuitive Leap,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Intuitive_Leap,28
398,primordial_might,Primordial Might,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Primordial_Might,28
399,primordial_eminence,Primordial Eminence,Jewel,jewel,T3,focus,focus_engine,neutral,0,0,0,0,7,Foresight,,simple,focus|support,0,,https://www.poewiki.net/wiki/Primordial_Eminence,28
400,primordial_harmony,Primordial Harmony,Jewel,jewel,T3,focus,focus_engine,bastion,0,0,0,0,7,Foresight,,simple,focus|support|bastion,0,,https://www.poewiki.net/wiki/Primordial_Harmony,28
401,ryslathas_coil,Ryslatha's Coil,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Ryslatha%27s_Coil,28
402,prismweave,Prismweave,Belt,belt,T3,charm,sustain_charm,neutral,0,3,4,0,1,Regen,,simple,sustain|bastion|support,0,,https://www.poewiki.net/wiki/Prismweave,28
